tconst	characters
tt0121955	["Sheila Broflovski","Various characters"]
tt0121955	["Sheila Broflovski","Woman in Crowd","Liane Cartman"]
tt0121955	["Sheila Broflovski","Woman in Crowd"]
tt0121955	["Sheila Broflovski"]
tt0121955	["Shelly Marsh","Sharon Marsh","Sheila Broflovski"]
tt0121955	["Shelly Marsh","Young Girl"]
tt0121955	["Shop Keeper","Tuong Lu Kim","Mr. Takayama"]
tt0121955	["Sister Hollis"]
tt0121955	["Snow Shoveling Customer","Sharon Marsh"]
tt0121955	["Special Olympics Volunteer"]
tt0121955	["Stan Marsh","Eric Cartman","Announcer"]
tt0121955	["Stan Marsh","Eric Cartman","Aslan"]
tt0121955	["Stan Marsh","Eric Cartman","Astronaut #1"]
tt0121955	["Stan Marsh","Eric Cartman","Barack Obama"]
tt0121955	["Stan Marsh","Eric Cartman","Barnaby Jones"]
tt0121955	["Stan Marsh","Eric Cartman","Billy Mays"]
tt0121955	["Stan Marsh","Eric Cartman","Bob"]
tt0121955	["Stan Marsh","Eric Cartman","Brian"]
tt0121955	["Stan Marsh","Eric Cartman","C.D.C. Head"]
tt0121955	["Stan Marsh","Eric Cartman","Chet"]
tt0121955	["Stan Marsh","Eric Cartman","Chinpokomon Announcer"]
tt0121955	["Stan Marsh","Eric Cartman","Chris Stotch"]
tt0121955	["Stan Marsh","Eric Cartman","Clerk"]
tt0121955	["Stan Marsh","Eric Cartman","Clyde Donovan"]
tt0121955	["Stan Marsh","Eric Cartman","Clyde"]
tt0121955	["Stan Marsh","Eric Cartman","Cosy FM Host"]
tt0121955	["Stan Marsh","Eric Cartman","Cousin Kyle"]
tt0121955	["Stan Marsh","Eric Cartman","Crocodile Hunter"]
tt0121955	["Stan Marsh","Eric Cartman","David Blaine"]
tt0121955	["Stan Marsh","Eric Cartman","Delivery Man #3"]
tt0121955	["Stan Marsh","Eric Cartman","Dewly"]
tt0121955	["Stan Marsh","Eric Cartman","Doctor #1"]
tt0121955	["Stan Marsh","Eric Cartman","Doctor"]
tt0121955	["Stan Marsh","Eric Cartman","Dougie"]
tt0121955	["Stan Marsh","Eric Cartman","Dr. Doctor"]
tt0121955	["Stan Marsh","Eric Cartman","Dr. Laut"]
tt0121955	["Stan Marsh","Eric Cartman","Dr. Piper"]
tt0121955	["Stan Marsh","Eric Cartman","Edge"]
tt0121955	["Stan Marsh","Eric Cartman","Evil Cartman"]
tt0121955	["Stan Marsh","Eric Cartman","Fidel Castro"]
tt0121955	["Stan Marsh","Eric Cartman","G.G.W.K. Boy"]
tt0121955	["Stan Marsh","Eric Cartman","Gordon Stoltski"]
tt0121955	["Stan Marsh","Eric Cartman","Harry Ginse"]
tt0121955	["Stan Marsh","Eric Cartman","Hiker #1"]
tt0121955	["Stan Marsh","Eric Cartman","Hippie #1"]
tt0121955	["Stan Marsh","Eric Cartman","Homeless Men"]
tt0121955	["Stan Marsh","Eric Cartman","Jason"]
tt0121955	["Stan Marsh","Eric Cartman","Jesus in the Passion of the Christ"]
tt0121955	["Stan Marsh","Eric Cartman","Jimmy Swanson"]
tt0121955	["Stan Marsh","Eric Cartman","Jimmy Valmer"]
tt0121955	["Stan Marsh","Eric Cartman","Jimmy Vulmer"]
tt0121955	["Stan Marsh","Eric Cartman","Joon-Joon"]
tt0121955	["Stan Marsh","Eric Cartman","Josh"]
tt0121955	["Stan Marsh","Eric Cartman","Karate Teacher"]
tt0121955	["Stan Marsh","Eric Cartman","Kenny McCormick"]
tt0121955	["Stan Marsh","Eric Cartman","Kip Drordy"]
tt0121955	["Stan Marsh","Eric Cartman","Man in Line"]
tt0121955	["Stan Marsh","Eric Cartman","Mark Cotswolds"]
tt0121955	["Stan Marsh","Eric Cartman","Maury Povich Announcer"]
tt0121955	["Stan Marsh","Eric Cartman","Men from the Future"]
tt0121955	["Stan Marsh","Eric Cartman","Michael Jackson"]
tt0121955	["Stan Marsh","Eric Cartman","Mike"]
tt0121955	["Stan Marsh","Eric Cartman","Mr. Garrison"]
tt0121955	["Stan Marsh","Eric Cartman","Mr. Hankey"]
tt0121955	["Stan Marsh","Eric Cartman","Mr. Mackey"]
tt0121955	["Stan Marsh","Eric Cartman","Mr. Stotch"]
tt0121955	["Stan Marsh","Eric Cartman","Mrs. Garrison"]
tt0121955	["Stan Marsh","Eric Cartman","Ms. Choksondik"]
tt0121955	["Stan Marsh","Eric Cartman","NASCAR Spokesman 1"]
tt0121955	["Stan Marsh","Eric Cartman","Narrator"]
tt0121955	["Stan Marsh","Eric Cartman","Ned Gerblanski"]
tt0121955	["Stan Marsh","Eric Cartman","Officer Barbrady"]
tt0121955	["Stan Marsh","Eric Cartman","PC Principal"]
tt0121955	["Stan Marsh","Eric Cartman","Phillip"]
tt0121955	["Stan Marsh","Eric Cartman","Photographer"]
tt0121955	["Stan Marsh","Eric Cartman","Pilot #1"]
tt0121955	["Stan Marsh","Eric Cartman","Postman"]
tt0121955	["Stan Marsh","Eric Cartman","Priest"]
tt0121955	["Stan Marsh","Eric Cartman","Randy Marsh"]
tt0121955	["Stan Marsh","Eric Cartman","Richard Tweak"]
tt0121955	["Stan Marsh","Eric Cartman","Rival Dancer #1"]
tt0121955	["Stan Marsh","Eric Cartman","Robert Redford"]
tt0121955	["Stan Marsh","Eric Cartman","Roger"]
tt0121955	["Stan Marsh","Eric Cartman","Ron the News Reader"]
tt0121955	["Stan Marsh","Eric Cartman","Satan"]
tt0121955	["Stan Marsh","Eric Cartman","School Board Member #1"]
tt0121955	["Stan Marsh","Eric Cartman","Scott's Friend #1"]
tt0121955	["Stan Marsh","Eric Cartman","Sea Park Announcer #1"]
tt0121955	["Stan Marsh","Eric Cartman","Shop Host"]
tt0121955	["Stan Marsh","Eric Cartman","Soccer Coach"]
tt0121955	["Stan Marsh","Eric Cartman","Soldier #1"]
tt0121955	["Stan Marsh","Eric Cartman","South Park Commentator"]
tt0121955	["Stan Marsh","Eric Cartman","Stephen Stotch"]
tt0121955	["Stan Marsh","Eric Cartman","TV Announcer"]
tt0121955	["Stan Marsh","Eric Cartman","TV Voice"]
tt0121955	["Stan Marsh","Eric Cartman","Thirst For Blood Voice Over"]
tt0121955	["Stan Marsh","Eric Cartman","Timmy"]
tt0121955	["Stan Marsh","Eric Cartman","Tom the News Reader"]
tt0121955	["Stan Marsh","Eric Cartman","Tony Hayward"]
tt0121955	["Stan Marsh","Eric Cartman","Tony"]
tt0121955	["Stan Marsh","Eric Cartman","Tour Guide"]
tt0121955	["Stan Marsh","Eric Cartman","Trailer Voice Over"]
tt0121955	["Stan Marsh","Eric Cartman","Twong Lu Kim"]
tt0121955	["Stan Marsh","Eric Cartman","Uncle Stinky"]
tt0121955	["Stan Marsh","Eric Cartman","Waiter"]
tt0121955	["Stan Marsh","Pilgrim","Pilgrim Leader"]
tt0121955	["Stan Marsh","Randy Marsh","Dr. Doctor"]
tt0121955	["Stan Marsh","Randy Marsh","Eric Cartman"]
tt0121955	["Stan Marsh","Randy Marsh","Mr. Garrison"]
tt0121955	["Stan Marsh","Randy Marsh","Mr. Mackey"]
tt0121955	["Stan Marsh","Randy Marsh","News Reporter #2"]
tt0121955	["Stan Marsh","Randy Marsh","Stephen Stotch"]
tt0121955	["Stan Marsh","Repo Man","County Official"]
tt0121955	["Stan","Cartman","Mr. Mackey"]
tt0121955	["Stephen Tamill"]
tt0121955	["Steven's Wife"]
tt0121955	["Strong Woman","Additional voices"]
tt0121955	["Strong Woman"]
tt0121955	["TV Announcer","Mark"]
tt0121955	["Taylor Swifter"]
tt0121955	["Taylor Swifting Guy"]
tt0121955	["Terrance","Ugly Bob","Saddam Hussein"]
tt0121955	["Thomas' Mother","Liane Cartman","Principal Victoria"]
tt0121955	["Ticket Agent","French Woman"]
tt0121955	["Tiger Woods","C.D.C. Man #5"]
tt0121955	["Timmy Burch","Nathan","Mimsy"]
tt0121955	["Token Black","Squirrely the Squirrel"]
tt0121955	["Token Black","Token Williams","Tolkien Black"]
tt0121955	["Token Black"]
tt0121955	["Token Williams","Mr. Williams"]
tt0121955	["Token Williams"]
tt0121955	["Token"]
tt0121955	["Tolkien Black"]
tt0121955	["Towelie","Towelie Clone"]
tt0121955	["Towelie"]
tt0121955	["Trevor's Mother"]
tt0121955	["U.A.L. #3"]
tt0121955	["Uncle Murray"]
tt0121955	["United Atheist League Members"]
tt0121955	["Vagisil Announcer","Woman 1"]
tt0121955	["Vanity"]
tt0121955	["Various Characters"]
tt0121955	["Various characters"]
tt0121955	["Various"]
tt0121955	["Vocals"]
tt0121955	["Waitress","Sheila Broflovski","Scientist #1"]
tt0121955	["Waitress"]
tt0121955	["Wendy Testaburger","Annie Faulk","Sharon Marsh"]
tt0121955	["Wendy Testaburger","Ellen Degeneres"]
tt0121955	["Wendy Testaburger","Ghost of Sharon Marsh","Ghost of Shelley Marsh"]
tt0121955	["Wendy Testaburger","Girl","Mrs. Tweek"]
tt0121955	["Wendy Testaburger","Liane Cartman","Additional Voices"]
tt0121955	["Wendy Testaburger","Liane Cartman","Linda Black"]
tt0121955	["Wendy Testaburger","Liane Cartman","Principal Victoria"]
tt0121955	["Wendy Testaburger","Lola","Liane Cartman"]
tt0121955	["Wendy Testaburger","Mayor McDaniels","Film Festival Attendee #5"]
tt0121955	["Wendy Testaburger","Mayor McDaniels","Liane Cartman"]
tt0121955	["Wendy Testaburger","Mrs. Drordy"]
tt0121955	["Wendy Testaburger","Principal Victoria","Mrs. Kimball"]
tt0121955	["Wendy Testaburger","Principal Victoria","Sharon Marsh"]
tt0121955	["Wendy Testaburger","Principal Victoria"]
tt0121955	["Wendy Testaburger","Rebecca","Mrs. Testaburger"]
tt0121955	["Wendy Testaburger","Sharon Marsh","Liane Cartman"]
tt0121955	["Wendy Testaburger","Sharon Marsh","Principal Victoria"]
tt0121955	["Wendy Testaburger","Sharon Marsh","Shelley Marsh"]
tt0121955	["Wendy Testaburger","Sheila Broflovski","Mayor McDaniels"]
tt0121955	["Wendy Testaburger","Ticket Saleswoman","Policewoman"]
tt0121955	["Wendy Testaburger","Various Characters"]
tt0121955	["Wendy Testaburger"]
tt0121955	["Woman #2","Mrs. Miller"]
tt0121955	["Woman 2","Danica Patrick"]
tt0121955	["Woman at Bake Sale","Airport Employee","Little Girl"]
tt0121955	["Woman at Meeting #1","Sheila Broflovski","Jew #5"]
tt0121955	["Woman in Court","Government Official"]
tt0121955	["Woman in Crowd","Mayor McDaniels","Helen"]
tt0121955	["Woman in Crowd"]
tt0121955	["Woman in Park"]
tt0121955	["Woman in Street #2"]
tt0121955	["Woman in Street #3"]
tt0121955	["Wonder Woman","Linda Stotch"]
tt0121955	["Yentl Cartman"]
tt0121955	["Young Stan","Young Kyle"]
tt0122690	["Deirdre"]
tt0122690	["Gregor"]
tt0122690	["Sam"]
tt0122690	["Vincent"]
tt0123755	["Kazan"]
tt0123755	["Leaven"]
tt0123755	["Quentin"]
tt0123755	["Worth"]
tt0124315	["Candy Kendall"]
tt0124315	["Dr. Wilbur Larch"]
tt0124315	["Homer Wells"]
tt0124315	["Mr. Rose"]
tt0125439	["Anna Scott"]
tt0125439	["Spike"]
tt0125439	["Tony"]
tt0125439	["William Thacker"]
tt0125664	["Andy Kaufman","Tony Clifton"]
tt0125664	["George Shapiro"]
tt0125664	["Little Michael Kaufman"]
tt0125664	["Stanley Kaufman"]
tt0126029	["Donkey"]
tt0126029	["Lord Farquaad"]
tt0126029	["Princess Fiona"]
tt0126029	["Shrek","Blind Mouse","Opening Narration"]
tt0126886	["Custodian"]
tt0126886	["Jim McAllister"]
tt0126886	["Paul Metzler"]
tt0126886	["Tracy Flick"]
tt0127536	["Elizabeth I"]
tt0127536	["Female Martyr"]
tt0127536	["Male Martyr"]
tt0127536	["Master Ridley"]
tt0128442	["Jo"]
tt0128442	["Mike McDermott"]
tt0128442	["Teddy KGB"]
tt0128442	["Worm"]
tt0128445	["Bert Fischer"]
tt0128445	["Herman Blume"]
tt0128445	["Max Fischer"]
tt0128445	["Rosemary Cross"]
tt0129167	["Annie Hughes"]
tt0129167	["Dean McCoppin"]
tt0129167	["Hogarth Hughes"]
tt0129167	["The Iron Giant"]
tt0129387	["Healy"]
tt0129387	["Mary"]
tt0129387	["Ted"]
tt0129387	["Tucker"]
tt0130827	["Frau Hansen"]
tt0130827	["Lola"]
tt0130827	["Manni"]
tt0130827	["Vater"]
tt0133093	["Agent Smith"]
tt0133093	["Morpheus"]
tt0133093	["Neo"]
tt0133093	["Trinity"]
tt0133240	["B.E.N."]
tt0133240	["Captain Amelia"]
tt0133240	["Jim Hawkins"]
tt0133240	["Mr. Arrow"]
tt0134119	["Dickie Greenleaf"]
tt0134119	["Marge Sherwood"]
tt0134119	["Meredith Logue"]
tt0134119	["Tom Ripley"]
tt0137523	["Narrator"]
tt0137523	["Richard Chesler (Regional Manager)"]
tt0137523	["Robert Paulsen"]
tt0137523	["Tyler Durden"]
tt0138097	["Hugh Fennyman"]
tt0138097	["Philip Henslowe"]
tt0138097	["Viola De Lesseps"]
tt0138097	["Will Shakespeare"]
tt0138704	["Lenny Meyer"]
tt0138704	["Marcy Dawson"]
tt0138704	["Maximillian Cohen"]
tt0138704	["Sol Robeson"]
tt0139654	["Alonzo"]
tt0139654	["Jake"]
tt0139654	["Roger"]
tt0139654	["Stan Gursky"]
tt0140352	["Jeffrey Wigand"]
tt0140352	["Liane Wigand"]
tt0140352	["Lowell Bergman"]
tt0140352	["Mike Wallace"]
tt0141842	["A.J. Soprano"]
tt0141842	["Carmela Soprano"]
tt0141842	["Christopher Moltisanti"]
tt0141842	["Dr. Jennifer Melfi"]
tt0141842	["Junior Soprano"]
tt0141842	["Meadow Soprano"]
tt0141842	["Paulie 'Walnuts' Gualtieri"]
tt0141842	["Silvio Dante"]
tt0141842	["Tony Soprano"]
tt0144084	["Craig McDermott"]
tt0144084	["David Van Patten"]
tt0144084	["Patrick Bateman"]
tt0144084	["Timothy Bryce"]
tt0144117	["Connor MacManus"]
tt0144117	["Murphy MacManus"]
tt0144117	["Paul Smecker"]
tt0144117	["Rocco"]
tt0145487	["Green Goblin","Norman Osborn"]
tt0145487	["Harry Osborn"]
tt0145487	["Mary Jane Watson"]
tt0145487	["Spider-Man","Peter Parker"]
tt0146882	["Barry Judd"]
tt0146882	["Dick"]
tt0146882	["Laura"]
tt0146882	["Rob Gordon"]
tt0147800	["Bianca Stratford"]
tt0147800	["Cameron James"]
tt0147800	["Kat Stratford"]
tt0147800	["Patrick Verona"]
tt0149460	["Additional Voices"]
tt0149460	["Alarm Clock","Female Thurbanian"]
tt0149460	["Amazonians"]
tt0149460	["Amy Wong","21st Century Girl"]
tt0149460	["Amy Wong","Inez Wong","Jrrr"]
tt0149460	["Bender A","Bender 1","Bender 1729"]
tt0149460	["Bender Rodriguez","Barbados Slim","Curly Joe"]
tt0149460	["Bender","Additional Voices"]
tt0149460	["Bender","Adult Chatroom Bouncer"]
tt0149460	["Bender","Angus #4"]
tt0149460	["Bender","Announcer","Audience Member"]
tt0149460	["Bender","Australian Laborer","Bureaucrat"]
tt0149460	["Bender","Bailiff","Additional vOICES"]
tt0149460	["Bender","Bendee Boo","Marquis of Mulberry"]
tt0149460	["Bender","Bender Clones"]
tt0149460	["Bender","Broadcaster","Judge"]
tt0149460	["Bender","Butcher Bot"]
tt0149460	["Bender","Car Smasher #1","Sal"]
tt0149460	["Bender","Coilette","Barbados Slim"]
tt0149460	["Bender","Costume Contest Host","Alien Disguised as Human"]
tt0149460	["Bender","Curly Joe","Thorias"]
tt0149460	["Bender","Darth Ithead","Man Flung Out of Cube"]
tt0149460	["Bender","Dr. Gary Kind"]
tt0149460	["Bender","Dummy #1","Elzar"]
tt0149460	["Bender","Elzar","Gus's Friend"]
tt0149460	["Bender","Elzar","Human Friend"]
tt0149460	["Bender","Elzar","Man in the Year 10 Million"]
tt0149460	["Bender","Elzar","Shady Nurse"]
tt0149460	["Bender","Elzar","URL"]
tt0149460	["Bender","Elzar"]
tt0149460	["Bender","Extreme Toddler Wrestling Announcer","Garbly"]
tt0149460	["Bender","Fender"]
tt0149460	["Bender","Flexo","Antarian #2"]
tt0149460	["Bender","Flexo","URL"]
tt0149460	["Bender","General's Assistant","Conspiracy Nut"]
tt0149460	["Bender","Greenhouse Gases","Randy Munchnik"]
tt0149460	["Bender","Henry Kissinger's Head","Bumpkin Soldier"]
tt0149460	["Bender","Hermaphrobot","Solo Grunka Lunka #2"]
tt0149460	["Bender","Hip Joint Janitor","Crewman"]
tt0149460	["Bender","Human Friend","Sal"]
tt0149460	["Bender","Igner","Additional Voices"]
tt0149460	["Bender","Igner","Elzar"]
tt0149460	["Bender","Igner","Jake the Dog"]
tt0149460	["Bender","Igner","Robot Chef"]
tt0149460	["Bender","Igner"]
tt0149460	["Bender","Jack Johnson","John Jackson"]
tt0149460	["Bender","Jack the Ripper"]
tt0149460	["Bender","Joey Mousepad","Jimmy"]
tt0149460	["Bender","Joey Mousepad","Randy Munchnik"]
tt0149460	["Bender","Joey Mousepad","The Space Pope"]
tt0149460	["Bender","Joey Mousepad"]
tt0149460	["Bender","Lamassu #2"]
tt0149460	["Bender","Man at Cinema","Boy at Orphanarium"]
tt0149460	["Bender","Man in Commercial","Igner"]
tt0149460	["Bender","Man in Crowd"]
tt0149460	["Bender","Man with Broken Leg"]
tt0149460	["Bender","Mr. Panucci","Yancy Fry Sr."]
tt0149460	["Bender","Mr. Panucci"]
tt0149460	["Bender","Nazi #3","Igner"]
tt0149460	["Bender","Nibblonian Chef","Captain Ahab"]
tt0149460	["Bender","Norm","Frankie"]
tt0149460	["Bender","Oily","Chet"]
tt0149460	["Bender","Q*bert","Robot from Berzerk"]
tt0149460	["Bender","Randy Munchnik","Cygnoid Man"]
tt0149460	["Bender","Randy Munchnik","Elzar"]
tt0149460	["Bender","Randy Munchnik","Sal"]
tt0149460	["Bender","Randy Munchnik","URL"]
tt0149460	["Bender","Randy Munchnik"]
tt0149460	["Bender","Randy","Sal"]
tt0149460	["Bender","Randy","URL"]
tt0149460	["Bender","Robo-Rooter","Nautilus"]
tt0149460	["Bender","Robot Construction Worker","Robot Playing Human"]
tt0149460	["Bender","Robot Janitor","Igner"]
tt0149460	["Bender","Robot Santa","Barbados Slim"]
tt0149460	["Bender","Robot Santa","Elves"]
tt0149460	["Bender","Robot Santa","Security System"]
tt0149460	["Bender","Rollerblader","Sal"]
tt0149460	["Bender","Sal","Animatronic Whalers"]
tt0149460	["Bender","Sal","Bend-Aid Announcer"]
tt0149460	["Bender","Sal","Dog"]
tt0149460	["Bender","Sal","Elzar"]
tt0149460	["Bender","Sal","Great Reveal-O"]
tt0149460	["Bender","Sal","Igner"]
tt0149460	["Bender","Sal","Joey Mousepad"]
tt0149460	["Bender","Sal","Muscular Street Racer"]
tt0149460	["Bender","Sal","Nappster User"]
tt0149460	["Bender","Sal","Pizza Box"]
tt0149460	["Bender","Sal","Possum"]
tt0149460	["Bender","Sal","Transvestite"]
tt0149460	["Bender","Sal","URL"]
tt0149460	["Bender","Sal"]
tt0149460	["Bender","Sandworm","Joey Mousepad"]
tt0149460	["Bender","Sergeant","gner"]
tt0149460	["Bender","Simulated Bender","Space Italian Cop"]
tt0149460	["Bender","Super King","Security Guard"]
tt0149460	["Bender","Translator Machine","Elzar"]
tt0149460	["Bender","URL","Blip Gangsta"]
tt0149460	["Bender","URL","Elzar"]
tt0149460	["Bender","URL","Hermaphrobot"]
tt0149460	["Bender","URL","Mr. Panucci"]
tt0149460	["Bender","URL","Penguin Hunter"]
tt0149460	["Bender","URL","Rutherford B. Hayes' Head"]
tt0149460	["Bender","URL","Sound Effects 5000"]
tt0149460	["Bender","Underwater Landlord","URL"]
tt0149460	["Bender","Yancy Fry Sr.","Mr. Panucci"]
tt0149460	["Bender","Yancy Fry Sr.","URL"]
tt0149460	["Bender","Yancy Fry, Sr.","Midget Jockey"]
tt0149460	["Bender"]
tt0149460	["Biff's Girlfriend","Vincian Girl"]
tt0149460	["Blek's Wife","Additional Voices"]
tt0149460	["Bret Blob","The Little Prince"]
tt0149460	["Bride","Fanny","Bella"]
tt0149460	["Broken Bot #2","Hippie #1"]
tt0149460	["Build-a-Bot Leela","Planet Express Computer","Skinless Robo-Leela"]
tt0149460	["Butch","Mother in Car"]
tt0149460	["Candy","Mrs. Tucker","Turanga Munda"]
tt0149460	["Centipede Alien's Wife","Robot Lap Dancer","Amazon Woman"]
tt0149460	["Chief O'Manahan","Hattie MacDoogal","Future Crimes Interface"]
tt0149460	["Computer","Melllvar's Mother"]
tt0149460	["Countess De La Roca","Hattie McDoogal","Boy"]
tt0149460	["Countess von Luftballon"]
tt0149460	["Craterface","Albert","Petunia"]
tt0149460	["Craterface","Animatronic Gopher #1","Lulubelle 7"]
tt0149460	["Crowd","Linda","Tinny Tim"]
tt0149460	["Darth Sploder","Female Bureaucrat","Bureaucrascan"]
tt0149460	["Dick Clark's Head"]
tt0149460	["Dixie"]
tt0149460	["Dr. Cahill","Louisa","The Queen"]
tt0149460	["Dr. Cahill","Torgo's Spokeswoman","Leela's Wrist Thingy"]
tt0149460	["Edna","Additional Voices"]
tt0149460	["Esther","Tinny Tim","Teen Robot"]
tt0149460	["Fake 18-Year-Olds","Ratman's Girlfriend","Five-Eyed Woman"]
tt0149460	["Female Announcer"]
tt0149460	["Female Martian Native"]
tt0149460	["Finger","Bernella","Linda"]
tt0149460	["Fiona","Trash Can","Computer"]
tt0149460	["Fishy Joe's Automated Voice","Amazonian","Monique"]
tt0149460	["Florp"]
tt0149460	["GPS"]
tt0149460	["Glab","Amazonian"]
tt0149460	["Glab","Sensitivity Training Robot","Qing Airee"]
tt0149460	["Guenter","Darlene","Advertisement"]
tt0149460	["Guenter","Intercom Voice","Dorm Girls"]
tt0149460	["Gwen","Fembots","Nd-Nd"]
tt0149460	["Hattie McDoogal","Dr. Cahill","Petunia"]
tt0149460	["Hattie McDoogal","Mom","Suz Johnson"]
tt0149460	["Hattie McDoogal","Monique","Tennant with Cell Phone"]
tt0149460	["Hattie McDoogal","Petunia","Dr. Cahill"]
tt0149460	["Hattie McDoogal","Petunia"]
tt0149460	["Hattie McDoogal","Waitress","Tinny Tim"]
tt0149460	["Hermes Conrad","Reverend Preacherbot","Ethan 'Bubblegum' Tate"]
tt0149460	["IBM Deep Blue"]
tt0149460	["Invitation Voice #2","Fembot","Woman"]
tt0149460	["Jenny McNeal","Linda","Nd-Nd"]
tt0149460	["Jezabel"]
tt0149460	["Joan Rivers' Head","Tour Guide","Old Woman"]
tt0149460	["Kif Kroker","Narrator"]
tt0149460	["Kug","Petunia","Singing Bee"]
tt0149460	["Ladybot","Linda","Year 5 Million Female"]
tt0149460	["Leela Actress","Petunia","Satellite Dish"]
tt0149460	["Linda the Newsanchor","Additional Voices"]
tt0149460	["Linda","Answering Message"]
tt0149460	["Linda","Boy"]
tt0149460	["Linda","Fiona","Tom Sawyer"]
tt0149460	["Linda","Forbidden Planet Hollywood Employee","Mother in Commercial"]
tt0149460	["Linda","Hattie McDoogal","Mother"]
tt0149460	["Linda","Joan Rivers' Head","Mom"]
tt0149460	["Linda","Little Girl","Little Boy"]
tt0149460	["Linda","Martha Stewart's Head","Aki"]
tt0149460	["Linda","Miss Delilah","Thallium Analyzer"]
tt0149460	["Linda","Mom","Ndnd"]
tt0149460	["Linda","Mom","Petunia"]
tt0149460	["Linda","Mom","Tinny Tim"]
tt0149460	["Linda","Monique","Tinny Tim"]
tt0149460	["Linda","Myrtle Fu","Zoidberg's Aunt"]
tt0149460	["Linda","Princess Flavia","Washbucket"]
tt0149460	["Linda","Turanga Munda","Hattie MacDoogal"]
tt0149460	["Linda","Woman"]
tt0149460	["Linda","Women in Crowd"]
tt0149460	["Linda"]
tt0149460	["Malachi's Wife","Robot Gypsy","Welcome Voice"]
tt0149460	["Mildred"]
tt0149460	["Molton Boron Singer","Linda","Nd-Nd"]
tt0149460	["Mom","Hattie McDoogal"]
tt0149460	["Mom","Leela's Phone","Housewife of Sim City"]
tt0149460	["Mom","Lisa","Additional Voices"]
tt0149460	["Mom","Red Elder","Processor"]
tt0149460	["Mom","Sam","GeneWorks Woman"]
tt0149460	["Mom","Turanga Munda","Nurse Ratchet"]
tt0149460	["Mom","Turanga Munda"]
tt0149460	["Mom"]
tt0149460	["Monique","Hattie McDoogal","Robot at Cinema"]
tt0149460	["Monique","Museum Guide #2","Daisy"]
tt0149460	["Monique","Tinny Tim","Linda"]
tt0149460	["Morbo","Kif Kroker","Calculon"]
tt0149460	["Mother","Mrs. Everyteen","Mavis"]
tt0149460	["Mrs. Astor","Queen of Yonkers"]
tt0149460	["Mrs. Astor","The Queen of Yonkers","Turanga Munda"]
tt0149460	["Mrs. Fry","Female CDC Scientist","Linda"]
tt0149460	["Mrs. Fry","Yancy Fry, Jr.'s Wife","Breakdancing fan"]
tt0149460	["Mrs. Fry"]
tt0149460	["Mrs. Mellonger","Mother at Recital","Child at Recital"]
tt0149460	["Nd-Nd","Linda","Petunia"]
tt0149460	["Nd-Nd","Who-Ask Machine","Mom"]
tt0149460	["Ndnd","Linda","Rose Mary"]
tt0149460	["Ndnd","Sea Monkeys Advertisement","Toy Salesman"]
tt0149460	["Nerdbot","Lynn","Phone Operator"]
tt0149460	["Nurse"]
tt0149460	["Pamela Anderson's Head"]
tt0149460	["Petunia","Woman on PA"]
tt0149460	["Philip J. Fry A","Prof. Hubert J. Farnsworth A","Dr. Zoidberg A"]
tt0149460	["Philip J. Fry","Captain Yesterday","Prof. Hubert J. Farnsworth"]
tt0149460	["Philip J. Fry","Dr. Zoidberg","Prof. Hubert J. Farnsworth"]
tt0149460	["Philip J. Fry","Dr. Zoidberg","Smitty"]
tt0149460	["Philip J. Fry","Dr. Zoidberg","Zapp Brannigan"]
tt0149460	["Philip J. Fry","Lord Loquat","Freezer Burn"]
tt0149460	["Philip J. Fry","Prof. Hubert J. Farnsworth","Dr. Zoidberg"]
tt0149460	["Philip J. Fry","Prof. Hubert J. Farnsworth","Leo Wong"]
tt0149460	["Philip J. Fry","Prof. Hubert J. Farnsworth","Smitty"]
tt0149460	["Philip J. Fry","Prof. Hubert J. Farnsworth","Zapp Brannigan"]
tt0149460	["Philip J. Fry","Professor Farnsworth","Dr. Zoidberg"]
tt0149460	["Philip J. Fry","Professor Hubert Farnsworth","Dr. Zoidberg"]
tt0149460	["Protester","Bret Blob","Dr. Widnar"]
tt0149460	["Robot Hooker","Petunia"]
tt0149460	["Robot Stripper"]
tt0149460	["Robot at Funeral","Female Robot Ghost","Gypsy-bot"]
tt0149460	["Ron Popeil's head"]
tt0149460	["Rose Mary","Angry Mom","TV Mom"]
tt0149460	["Scruffy","Larry","Turanga Morris"]
tt0149460	["Slut","Slurm Queen","Robot Actress"]
tt0149460	["Smiri","Monique","Execubot Gamma"]
tt0149460	["Spa 5 Leader","Wristlo-jackomater"]
tt0149460	["Squire","Fortune Teller Bot","Linda"]
tt0149460	["Teller","Surveillance Camera","Nurse Ratchet"]
tt0149460	["The Grand Midwife","Documentary Narrator","Petunia"]
tt0149460	["The Grand Midwife"]
tt0149460	["The Robot Devil"]
tt0149460	["Tinny Tim","Esther","Petunia"]
tt0149460	["Tinny Tim","Mom","Invasa"]
tt0149460	["Tiny Tim","Robot Nurse","Timmy's Mother"]
tt0149460	["Tour Guide","Speak-N-Say","Mrs. Fry"]
tt0149460	["Truck","The Grand Midwife","Mrs. Kroker"]
tt0149460	["Turanga Leela A","Turanga Leela 1","Turanga Leela 1729"]
tt0149460	["Turanga Leela","Cloberella","Lee Lemon"]
tt0149460	["Turanga Leela","Cloberella"]
tt0149460	["Turanga Leela","Lee Lemon"]
tt0149460	["Turanga Leela","Princess Purpleberry","Nutcracker"]
tt0149460	["Turanga Leela","Robo-Leela"]
